"ZIP code",Size of adjusted gross income,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI)
79110,"$1 under $25,000",3567,452,1584,5398,1842,47328
79110,"$25,000 under $50,000",2403,839,983,5000,1762,86477
79110,"$50,000 under $75,000",1335,894,563,3289,1061,81569
79110,"$75,000 under $100,000",691,601,295,1955,663,59303
79110,"$100,000 under $200,000",452,417,238,1265,396,57581
79110,"$200,000 or more",36,31,27,94,27,14110
79111,,584,229,236,"1,346",560,"23,340"
79111,"$1 under $25,000",204,26,79,345,141,2851
79111,"$25,000 under $50,000",188,79,76,445,178,6920
79111,"$50,000 under $75,000",132,77,53,374,166,7974
79111,"$75,000 under $100,000",60,47,28,182,75,5595
79111,"$100,000 under $200,000",**,**,**,**,**,**
79111,"$200,000 or more",0,0,0,0,0,0
79118,,"8,854","4,195","4,257","19,028","6,550","479,883"
79118,"$1 under $25,000",3234,548,1495,4832,1612,40559
79118,"$25,000 under $50,000",2063,812,961,4543,1670,75690
79118,"$50,000 under $75,000",1418,937,649,3565,1217,88047
79118,"$75,000 under $100,000",1064,907,505,2984,1013,92488
79118,"$100,000 under $200,000",918,852,518,2676,906,116903
79118,"$200,000 or more",157,139,129,428,132,66196
79119,,"5,799","3,218","2,990","12,561","4,085","580,879"
79119,"$1 under $25,000",1556,185,669,1602,383,17221
79119,"$25,000 under $50,000",877,295,420,1617,452,32911
79119,"$50,000 under $75,000",723,418,382,1620,491,45130
79119,"$75,000 under $100,000",756,601,392,2087,730,66192
79119,"$100,000 under $200,000",1408,1283,762,4201,1510,188137
79119,"$200,000 or more",479,436,365,1434,519,231288
79121,,"3,081","1,567","1,615","5,917","1,524","277,207"
79121,"$1 under $25,000",861,93,374,833,127,9340
79121,"$25,000 under $50,000",577,197,283,980,211,21238
79121,"$50,000 under $75,000",442,244,257,914,230,27788
79121,"$75,000 under $100,000",366,298,199,917,253,32037
79121,"$100,000 under $200,000",600,530,323,1604,474,79115
79121,"$200,000 or more",235,205,179,669,229,107689
79124,,"3,654","1,925","1,957","7,679","2,374","400,882"
79124,"$1 under $25,000",1106,162,504,1395,394,13088
79124,"$25,000 under $50,000",586,200,264,1099,317,21236
79124,"$50,000 under $75,000",501,299,271,1096,298,31370
79124,"$75,000 under $100,000",396,317,210,1027,314,34743
79124,"$100,000 under $200,000",722,641,433,1999,637,97887
79124,"$200,000 or more",343,306,275,1063,414,202558
79201,,"2,506","1,045","1,314","5,138","1,738","100,659"
79201,"$1 under $25,000",1189,217,552,1964,707,14595
79201,"$25,000 under $50,000",659,301,345,1453,495,23882
79201,"$50,000 under $75,000",315,227,179,781,239,19389
79201,"$75,000 under $100,000",193,169,127,535,173,16434
79201,"$100,000 under $200,000",118,104,83,322,100,14732
79201,"$200,000 or more",32,27,28,83,24,11627
79225,,451,212,298,"1,044",408,"19,517"
79225,"$1 under $25,000",224,55,154,468,215,3033
79225,"$25,000 under $50,000",105,54,62,249,91,3788
79225,"$50,000 under $75,000",52,44,27,141,45,3247
79225,"$75,000 under $100,000",33,31,24,100,36,2893
79225,"$100,000 under $200,000",37,28,31,86,21,6556
79225,"$200,000 or more",**,**,**,**,**,**
79226,,"1,294",595,848,"2,552",756,"60,712"
79226,"$1 under $25,000",645,158,390,1001,291,7554
79226,"$25,000 under $50,000",299,157,200,681,225,10887
79226,"$50,000 under $75,000",159,121,114,392,112,9740
79226,"$75,000 under $100,000",102,87,68,256,67,8858
79226,"$100,000 under $200,000",65,52,53,161,61,8395
79226,"$200,000 or more",24,20,23,61,**,15278
79227,,551,250,348,"1,089",337,"22,128"
79227,"$1 under $25,000",276,60,161,423,136,3307
79227,"$25,000 under $50,000",122,75,75,302,105,4455
79227,"$50,000 under $75,000",87,59,56,206,74,5304
79227,"$75,000 under $100,000",27,22,21,63,**,2373
79227,"$100,000 under $200,000",39,34,35,95,22,6689
79227,"$200,000 or more",**,**,**,**,**,**
79229,,158,75,84,298,76,"6,009"
79229,"$1 under $25,000",69,**,35,101,46,764
79229,"$25,000 under $50,000",41,36,20,80,**,1463
79229,"$50,000 under $75,000",48,39,29,117,30,3782
79229,"$75,000 under $100,000",**,**,**,**,**,**
79229,"$100,000 under $200,000",**,**,**,**,**,**
79229,"$200,000 or more",0,0,0,0,0,0
79235,,"1,553",654,"1,086","3,432","1,319","64,967"
79235,"$1 under $25,000",740,160,495,1411,604,9339
79235,"$25,000 under $50,000",420,177,285,1033,437,14492
79235,"$50,000 under $75,000",179,121,128,428,128,11005
79235,"$75,000 under $100,000",81,71,57,215,63,7059
79235,"$100,000 under $200,000",106,101,97,277,87,14179
79235,"$200,000 or more",27,24,24,68,**,8893
79237,,199,80,106,388,127,"5,757"
79237,"$1 under $25,000",111,30,51,178,55,1254
79237,"$25,000 under $50,000",52,25,35,112,35,1954
79237,"$50,000 under $75,000",36,25,20,98,37,2549
79237,"$75,000 under $100,000",**,**,**,**,**,**
79237,"$100,000 under $200,000",**,**,**,**,**,**
79237,"$200,000 or more",0,0,0,0,0,0
79241,,"1,020",439,590,"2,299",904,"44,602"
79241,"$1 under $25,000",478,88,260,888,386,6185
79241,"$25,000 under $50,000",293,130,160,729,306,10066
79241,"$50,000 under $75,000",97,81,59,266,88,5896
79241,"$75,000 under $100,000",64,57,41,168,47,5540
79241,"$100,000 under $200,000",88,83,70,248,77,16915
79241,"$200,000 or more",**,**,**,**,**,**
79244,,300,137,227,627,198,"12,184"
79244,"$1 under $25,000",121,24,87,201,64,1521
79244,"$25,000 under $50,000",85,42,71,187,60,3093
79244,"$50,000 under $75,000",54,37,38,146,74,3302
79244,"$75,000 under $100,000",40,34,31,93,**,4268
79244,"$100,000 under $200,000",**,**,**,**,**,**
79244,"$200,000 or more",**,**,**,**,**,**
79245,,964,423,536,"2,063",731,"38,076"
79245,"$1 under $25,000",495,138,249,903,325,6030
79245,"$25,000 under $50,000",231,99,133,553,223,8131
79245,"$50,000 under $75,000",112,79,61,272,81,6811
79245,"$75,000 under $100,000",75,62,52,203,66,6415
79245,"$100,000 under $200,000",51,45,41,132,36,10689
79245,"$200,000 or more",**,**,**,**,**,**
79248,,592,291,309,"1,268",411,"22,107"
79248,"$1 under $25,000",302,81,132,526,169,3662
79248,"$25,000 under $50,000",151,90,88,352,111,5341
79248,"$50,000 under $75,000",73,62,38,214,79,4356
79248,"$75,000 under $100,000",34,32,27,99,52,2922
79248,"$100,000 under $200,000",32,26,24,77,**,5826
79248,"$200,000 or more",**,**,**,**,**,**
79250,,612,279,356,"1,313",465,"29,309"
79250,"$1 under $25,000",252,50,137,414,155,3164
79250,"$25,000 under $50,000",203,96,110,498,199,7026
79250,"$50,000 under $75,000",69,55,33,189,65,4287
79250,"$75,000 under $100,000",34,30,29,86,22,2877
79250,"$100,000 under $200,000",34,48,47,80,24,4325
79250,"$200,000 or more",20,**,**,46,**,7630
79252,,"1,248",548,778,"2,607",858,"52,812"
79252,"$1 under $25,000",540,118,329,939,328,6838
79252,"$25,000 under $50,000",348,150,210,774,276,12272
79252,"$50,000 under $75,000",189,137,118,467,141,11639
79252,"$75,000 under $100,000",90,77,57,235,68,7632
79252,"$100,000 under $200,000",81,66,64,192,45,14431
79252,"$200,000 or more",**,**,**,**,**,**
79255,,197,98,154,427,145,"7,120"
79255,"$1 under $25,000",95,29,71,173,62,1180
79255,"$25,000 under $50,000",48,20,35,104,36,1700
79255,"$50,000 under $75,000",54,49,48,150,47,4240
79255,"$75,000 under $100,000",**,**,**,**,**,**
79255,"$100,000 under $200,000",**,**,**,**,**,**
79255,"$200,000 or more",**,**,**,**,**,**
79256,,122,70,76,252,64,"4,559"
79256,"$1 under $25,000",51,21,34,80,**,647
79256,"$25,000 under $50,000",71,49,42,172,64,3912
79256,"$50,000 under $75,000",**,**,**,**,**,**
79256,"$75,000 under $100,000",**,**,**,**,**,**
79256,"$100,000 under $200,000",**,**,**,**,**,**
79256,"$200,000 or more",**,**,**,**,**,**
79257,,409,216,253,867,271,"17,545"
79257,"$1 under $25,000",199,55,105,333,108,2526
79257,"$25,000 under $50,000",92,64,59,247,91,3284
79257,"$50,000 under $75,000",48,35,36,111,28,3020
79257,"$75,000 under $100,000",36,30,24,90,24,3142
79257,"$100,000 under $200,000",34,32,29,86,20,5573
79257,"$200,000 or more",**,**,**,**,**,**
79261,,178,89,126,380,129,"5,697"
79261,"$1 under $25,000",104,56,66,180,54,1345
79261,"$25,000 under $50,000",33,**,26,84,33,1151
79261,"$50,000 under $75,000",41,33,34,116,42,3201
79261,"$75,000 under $100,000",**,**,**,**,**,**
79261,"$100,000 under $200,000",**,**,**,**,**,**
79261,"$200,000 or more",**,**,**,**,**,**
79311,,"1,388",637,781,"3,058","1,128","67,641"
79311,"$1 under $25,000",602,129,308,1036,393,7795
79311,"$25,000 under $50,000",359,152,192,837,332,12715
79311,"$50,000 under $75,000",165,125,89,462,172,10084
79311,"$75,000 under $100,000",112,98,77,307,97,9686
79311,"$100,000 under $200,000",119,105,86,331,108,15771
79311,"$200,000 or more",31,28,29,85,26,11590
79312,,363,180,269,868,352,"12,890"
79312,"$1 under $25,000",164,35,121,283,111,2120
79312,"$25,000 under $50,000",110,69,86,336,157,3825
79312,"$50,000 under $75,000",89,76,62,249,84,6945
79312,"$75,000 under $100,000",**,**,**,**,**,**
79312,"$100,000 under $200,000",**,**,**,**,**,**
79312,"$200,000 or more",**,**,**,**,**,**
79313,,613,273,332,"1,328",475,"24,908"
79313,"$1 under $25,000",291,66,144,525,200,3804
79313,"$25,000 under $50,000",164,69,90,378,146,5797
79313,"$50,000 under $75,000",65,52,37,168,51,3974
79313,"$75,000 under $100,000",45,40,25,126,41,3944
79313,"$100,000 under $200,000",48,46,36,131,37,7389
79313,"$200,000 or more",**,**,**,**,**,**
79316,,"4,175","1,668","2,914","9,262","3,606","179,889"
79316,"$1 under $25,000",2019,372,1380,3743,1538,25385
79316,"$25,000 under $50,000",1020,433,694,2621,1169,35790
79316,"$50,000 under $75,000",511,341,356,1330,478,31454
79316,"$75,000 under $100,000",278,228,208,730,224,23885
79316,"$100,000 under $200,000",271,231,206,675,173,36158
79316,"$200,000 or more",76,63,70,163,24,27217
79322,,766,338,385,"1,686",617,"35,114"
79322,"$1 under $25,000",380,88,159,723,290,4612
79322,"$25,000 under $50,000",188,90,86,456,178,6795
79322,"$50,000 under $75,000",71,54,44,182,57,4363
79322,"$75,000 under $100,000",57,45,37,154,52,4862
79322,"$100,000 under $200,000",49,61,39,125,40,6563
79322,"$200,000 or more",21,**,20,46,**,7919
79323,,"2,640","1,388","2,001","6,644","2,812","160,551"
79323,"$1 under $25,000",875,171,650,1404,549,10136
79323,"$25,000 under $50,000",533,256,398,1354,570,19735
79323,"$50,000 under $75,000",512,337,388,1615,766,31960
79323,"$75,000 under $100,000",315,259,246,1004,430,27340
79323,"$100,000 under $200,000",341,309,260,1104,454,45417
79323,"$200,000 or more",64,56,59,163,43,25963
79325,,897,449,586,"2,153",863,"44,014"
79325,"$1 under $25,000",347,74,214,603,237,4613
79325,"$25,000 under $50,000",276,140,179,767,353,9714
79325,"$50,000 under $75,000",128,100,80,364,135,7829
79325,"$75,000 under $100,000",64,61,43,196,71,5595
79325,"$100,000 under $200,000",60,74,48,166,67,8001
79325,"$200,000 or more",22,**,22,57,**,8262
79329,,"1,491",706,790,"3,264","1,193","86,102"
79329,"$1 under $25,000",585,104,265,870,303,7376
79329,"$25,000 under $50,000",364,134,180,818,323,12774
79329,"$50,000 under $75,000",207,157,120,574,209,12914
79329,"$75,000 under $100,000",128,117,66,377,132,11131
79329,"$100,000 under $200,000",156,146,111,498,198,21105
79329,"$200,000 or more",51,48,48,127,28,20802
79331,,"4,634","1,794","2,987","9,912","3,731","238,258"
79331,"$1 under $25,000",2062,334,1226,3608,1453,26115
79331,"$25,000 under $50,000",1166,432,696,2770,1176,41940
79331,"$50,000 under $75,000",632,411,442,1651,608,39417
79331,"$75,000 under $100,000",322,251,229,863,290,27766
79331,"$100,000 under $200,000",318,255,267,719,148,42452
79331,"$200,000 or more",134,111,127,301,56,60568
79336,,"6,860","2,932","4,208","14,749","5,378","357,378"
79336,"$1 under $25,000",2828,445,1596,4598,1740,34775
79336,"$25,000 under $50,000",1605,626,948,3624,1398,58363
79336,"$50,000 under $75,000",997,624,634,2619,998,61636
79336,"$75,000 under $100,000",603,495,409,1680,582,52516
79336,"$100,000 under $200,000",670,601,479,1836,566,88358
79336,"$200,000 or more",157,141,142,392,94,61730
79339,,"2,913","1,154","1,894","6,365","2,474","110,338"
79339,"$1 under $25,000",1443,248,929,2575,1058,18354
79339,"$25,000 under $50,000",815,359,542,2018,846,28600
79339,"$50,000 under $75,000",323,249,198,889,317,19800
79339,"$75,000 under $100,000",170,150,108,452,132,14697
79339,"$100,000 under $200,000",133,121,92,356,121,17434
79339,"$200,000 or more",29,27,25,75,**,11453
79342,,149,92,102,370,146,"8,305"
79342,"$1 under $25,000",55,**,40,97,40,742
79342,"$25,000 under $50,000",36,41,23,87,29,1283
79342,"$50,000 under $75,000",58,51,39,186,77,6280
79342,"$75,000 under $100,000",**,**,**,**,**,**
79342,"$100,000 under $200,000",**,**,**,**,**,**
79342,"$200,000 or more",**,**,**,**,**,**
79343,,612,222,324,"1,322",520,"23,648"
79343,"$1 under $25,000",299,48,139,551,236,3992
79343,"$25,000 under $50,000",182,70,90,444,192,6341
79343,"$50,000 under $75,000",64,49,38,163,50,3921
79343,"$75,000 under $100,000",31,25,24,78,22,2664
79343,"$100,000 under $200,000",36,30,33,86,20,6730
79343,"$200,000 or more",**,**,**,**,**,**
79345,,408,192,281,929,360,"17,572"
79345,"$1 under $25,000",193,51,129,374,161,2575
79345,"$25,000 under $50,000",105,50,74,251,96,3762
79345,"$50,000 under $75,000",45,34,45,125,46,2746
79345,"$75,000 under $100,000",25,21,**,68,22,2145
79345,"$100,000 under $200,000",40,36,33,111,35,6344
79345,"$200,000 or more",**,**,**,**,**,**
79346,,928,397,514,"2,217",927,"37,832"
79346,"$1 under $25,000",396,83,191,779,336,5204
79346,"$25,000 under $50,000",303,138,173,807,366,10650
79346,"$50,000 under $75,000",105,71,61,308,131,6294
79346,"$75,000 under $100,000",60,51,39,154,43,5161
79346,"$100,000 under $200,000",64,54,50,169,51,10523
79346,"$200,000 or more",**,**,**,**,**,**
79347,,"2,911","1,259","2,033","7,758","3,745","122,834"
79347,"$1 under $25,000",1338,307,902,2969,1481,17773
79347,"$25,000 under $50,000",959,423,710,3042,1660,32906
79347,"$50,000 under $75,000",286,226,184,829,317,17522
79347,"$75,000 under $100,000",162,149,101,471,160,14027
79347,"$100,000 under $200,000",129,119,102,340,92,16918
79347,"$200,000 or more",37,35,34,107,35,23688
79350,,337,105,172,691,268,"12,580"
79350,"$1 under $25,000",165,21,80,284,118,2271
79350,"$25,000 under $50,000",88,22,48,181,70,3004
79350,"$50,000 under $75,000",84,62,44,226,80,7305
79350,"$75,000 under $100,000",**,**,**,**,**,**
79350,"$100,000 under $200,000",**,**,**,**,**,**
79350,"$200,000 or more",**,**,**,**,**,**
79351,,514,239,365,"1,165",431,"29,083"
79351,"$1 under $25,000",211,57,136,433,181,2913
79351,"$25,000 under $50,000",146,64,96,367,159,5162
79351,"$50,000 under $75,000",55,37,37,127,35,3397
79351,"$75,000 under $100,000",36,26,35,86,25,3227
79351,"$100,000 under $200,000",43,55,38,104,31,6218
79351,"$200,000 or more",23,**,23,48,**,8166
79355,,799,414,586,"1,924",782,"42,890"
79355,"$1 under $25,000",296,50,220,460,184,3420
79355,"$25,000 under $50,000",196,108,138,545,242,7246
79355,"$50,000 under $75,000",118,88,91,363,157,7326
79355,"$75,000 under $100,000",86,74,50,262,102,7478
79355,"$100,000 under $200,000",103,94,87,294,97,17420
79355,"$200,000 or more",**,**,**,**,**,**
79356,,"1,837",763,"1,062","3,905","1,425","118,145"
79356,"$1 under $25,000",782,108,385,1292,523,9343
79356,"$25,000 under $50,000",491,205,289,1111,414,17823
79356,"$50,000 under $75,000",273,197,180,734,264,16806
79356,"$75,000 under $100,000",126,106,76,336,104,10940
79356,"$100,000 under $200,000",119,102,88,320,99,15257
79356,"$200,000 or more",46,45,44,112,21,47976
79357,,975,374,490,"2,121",825,"46,591"
79357,"$1 under $25,000",476,94,216,854,337,6036
79357,"$25,000 under $50,000",286,119,129,731,326,10019
79357,"$50,000 under $75,000",105,76,68,280,99,6402
79357,"$75,000 under $100,000",50,34,30,121,37,4168
79357,"$100,000 under $200,000",32,28,22,80,26,4411
79357,"$200,000 or more",26,23,25,55,**,15555
79358,,535,267,336,"1,156",396,"29,630"
79358,"$1 under $25,000",198,44,103,298,98,2226
79358,"$25,000 under $50,000",132,60,85,275,83,4626
79358,"$50,000 under $75,000",74,52,52,211,85,4573
79358,"$75,000 under $100,000",61,51,39,174,62,5311
79358,"$100,000 under $200,000",70,60,57,198,68,12894
79358,"$200,000 or more",**,**,**,**,**,**
79359,,"1,112",505,825,"2,665","1,115","51,058"
79359,"$1 under $25,000",470,103,359,932,426,5934
79359,"$25,000 under $50,000",306,137,220,768,325,11123
79359,"$50,000 under $75,000",155,104,105,440,181,9633
79359,"$75,000 under $100,000",92,77,66,280,111,8060
79359,"$100,000 under $200,000",69,84,75,196,72,8958
79359,"$200,000 or more",20,**,**,49,**,7350
79360,,"5,215","2,773","4,005","13,163","5,573","266,184"
79360,"$1 under $25,000",2051,519,1557,3385,1210,25439
79360,"$25,000 under $50,000",1399,863,1109,4238,1978,50707
79360,"$50,000 under $75,000",769,529,580,2452,1155,46928
79360,"$75,000 under $100,000",420,336,303,1299,543,36237
79360,"$100,000 under $200,000",453,416,346,1429,560,59302
79360,"$200,000 or more",123,110,110,360,127,47571
79363,,"2,349","1,125","1,189","5,285","1,985","123,375"
79363,"$1 under $25,000",909,144,440,1390,510,10956
79363,"$25,000 under $50,000",564,231,256,1259,465,20182
79363,"$50,000 under $75,000",315,231,156,828,282,19431
79363,"$75,000 under $100,000",241,214,135,734,279,20878
79363,"$100,000 under $200,000",264,251,161,883,368,34069
79363,"$200,000 or more",56,54,41,191,81,17859
79364,,"3,351","1,338","1,889","7,001","2,509","136,146"
79364,"$1 under $25,000",1601,277,869,2720,1037,20860
79364,"$25,000 under $50,000",902,367,491,2029,762,31903
79364,"$50,000 under $75,000",408,305,237,1085,372,24927
79364,"$75,000 under $100,000",220,192,123,594,182,19107
79364,"$100,000 under $200,000",175,157,128,476,156,23124
79364,"$200,000 or more",45,40,41,97,**,16225
79366,,500,307,294,"1,005",235,"68,584"
79366,"$1 under $25,000",109,**,54,99,**,1212
79366,"$25,000 under $50,000",71,39,37,129,46,2568
79366,"$50,000 under $75,000",66,45,39,152,41,4061
79366,"$75,000 under $100,000",74,58,42,169,37,6390
79366,"$100,000 under $200,000",119,112,80,306,75,16327
79366,"$200,000 or more",61,53,42,150,36,38026
79367,,347,149,156,751,275,"13,420"
79367,"$1 under $25,000",154,30,59,249,85,1965
79367,"$25,000 under $50,000",100,41,45,234,93,3573
79367,"$50,000 under $75,000",39,31,24,111,41,2455
79367,"$75,000 under $100,000",31,47,28,92,33,2707
79367,"$100,000 under $200,000",23,**,**,65,23,2720
79367,"$200,000 or more",**,**,**,**,**,**
79370,,604,313,360,"1,288",396,"26,543"
79370,"$1 under $25,000",283,85,146,485,142,3325
79370,"$25,000 under $50,000",145,88,85,342,109,5289
79370,"$50,000 under $75,000",72,51,44,191,68,4327
79370,"$75,000 under $100,000",48,42,35,135,45,4087
79370,"$100,000 under $200,000",56,47,50,135,32,9515
79370,"$200,000 or more",**,**,**,**,**,**
79371,,529,287,349,"1,234",459,"26,414"
79371,"$1 under $25,000",214,60,151,372,138,2703
79371,"$25,000 under $50,000",139,75,85,367,154,5006
79371,"$50,000 under $75,000",67,50,41,183,66,4136
79371,"$75,000 under $100,000",42,39,24,123,42,3639
79371,"$100,000 under $200,000",67,63,48,189,59,10930
79371,"$200,000 or more",**,**,**,**,**,**
79372,,639,329,383,"1,552",626,"34,857"
79372,"$1 under $25,000",214,36,123,352,144,2676
79372,"$25,000 under $50,000",151,67,93,353,135,5572
79372,"$50,000 under $75,000",113,78,66,325,134,7119
79372,"$75,000 under $100,000",67,61,39,221,93,5911
79372,"$100,000 under $200,000",94,87,62,301,120,13579
79372,"$200,000 or more",**,**,**,**,**,**
79373,,"1,308",558,715,"2,764",992,"64,581"
79373,"$1 under $25,000",606,100,297,1007,395,7323
79373,"$25,000 under $50,000",305,128,153,715,282,10597
79373,"$50,000 under $75,000",148,114,93,396,134,9116
79373,"$75,000 under $100,000",94,77,46,256,85,8176
79373,"$100,000 under $200,000",114,102,85,287,71,15100
79373,"$200,000 or more",41,37,41,103,25,14269
79377,,128,66,91,280,95,"5,310"
79377,"$1 under $25,000",44,**,31,65,23,525
79377,"$25,000 under $50,000",84,66,60,215,72,4785
79377,"$50,000 under $75,000",**,**,**,**,**,**
79377,"$75,000 under $100,000",**,**,**,**,**,**
79377,"$100,000 under $200,000",**,**,**,**,**,**
79377,"$200,000 or more",**,**,**,**,**,**
79379,,247,111,148,546,209,"10,187"
79379,"$1 under $25,000",93,**,56,131,45,1091
79379,"$25,000 under $50,000",72,49,40,191,84,2609
79379,"$50,000 under $75,000",43,27,25,105,35,2570
79379,"$75,000 under $100,000",39,35,27,119,45,3917
79379,"$100,000 under $200,000",**,**,**,**,**,**
79379,"$200,000 or more",**,**,**,**,**,**
79381,,425,201,282,944,339,"22,816"
79381,"$1 under $25,000",177,30,111,299,114,2263
79381,"$25,000 under $50,000",115,63,68,303,124,4129
79381,"$50,000 under $75,000",44,32,31,113,37,2735
79381,"$75,000 under $100,000",40,31,33,97,26,3424
79381,"$100,000 under $200,000",49,45,39,132,38,10265
79381,"$200,000 or more",**,**,**,**,**,**
79382,,"3,037","1,390","1,430","6,525","2,357","185,615"
79382,"$1 under $25,000",1192,161,512,1662,566,14178
79382,"$25,000 under $50,000",674,244,298,1422,506,24481
79382,"$50,000 under $75,000",439,315,205,1201,447,27154
79382,"$75,000 under $100,000",295,256,152,871,320,25378
79382,"$100,000 under $200,000",337,316,181,1063,410,44400
79382,"$200,000 or more",100,98,82,306,108,50024
79401,,"2,075",313,755,"2,868",777,"52,483"
79401,"$1 under $25,000",1512,92,486,1761,450,16346
79401,"$25,000 under $50,000",360,96,146,645,193,12374
79401,"$50,000 under $75,000",100,51,52,219,68,6084
79401,"$75,000 under $100,000",38,30,26,95,27,3228
79401,"$100,000 under $200,000",43,44,23,110,39,5532
79401,"$200,000 or more",22,**,22,38,**,8919
79403,,"6,518","1,499","3,251","13,621","5,908","182,688"
79403,"$1 under $25,000",4129,479,2057,7992,3683,52945
79403,"$25,000 under $50,000",1598,462,766,3630,1574,54744
79403,"$50,000 under $75,000",447,286,217,1136,404,26869
79403,"$75,000 under $100,000",178,135,97,455,142,15173
79403,"$100,000 under $200,000",132,110,83,336,105,16731
79403,"$200,000 or more",34,27,31,72,**,16226
79404,,"4,264",870,"2,207","8,779","3,888","115,508"
79404,"$1 under $25,000",2800,299,1447,5391,2532,35114
79404,"$25,000 under $50,000",1036,280,496,2317,1004,35548
79404,"$50,000 under $75,000",273,169,168,686,244,16381
79404,"$75,000 under $100,000",88,70,50,228,70,7365
79404,"$100,000 under $200,000",67,52,46,157,38,21100
79404,"$200,000 or more",**,**,**,**,**,**
79407,,"7,907","2,709","3,633","15,218","5,180","441,432"
79407,"$1 under $25,000",3847,466,1642,5668,1928,47899
79407,"$25,000 under $50,000",1951,629,796,3846,1271,68904
79407,"$50,000 under $75,000",878,559,419,2139,702,53544
79407,"$75,000 under $100,000",465,379,243,1260,416,39951
79407,"$100,000 under $200,000",481,418,292,1389,490,64629
79407,"$200,000 or more",285,258,241,916,373,166505
79410,,"3,401","1,025","1,400","5,778","1,638","169,078"
79410,"$1 under $25,000",1711,188,611,2303,686,20814
79410,"$25,000 under $50,000",808,241,316,1438,393,28922
79410,"$50,000 under $75,000",378,200,175,797,219,23177
79410,"$75,000 under $100,000",176,122,93,393,95,15042
79410,"$100,000 under $200,000",234,196,126,575,145,31033
79410,"$200,000 or more",94,78,79,272,100,50090
79411,,"3,014",658,"1,484","6,002","2,488","74,680"
79411,"$1 under $25,000",2022,242,1006,3677,1568,26031
79411,"$25,000 under $50,000",721,241,346,1660,701,24648
79411,"$50,000 under $75,000",160,90,70,396,146,9604
79411,"$75,000 under $100,000",57,40,27,135,38,4898
79411,"$100,000 under $200,000",54,45,35,134,35,9499
79411,"$200,000 or more",**,**,**,**,**,**
79412,,"6,411","1,648","3,255","13,184","5,451","182,053"
79412,"$1 under $25,000",3898,450,2035,7144,3117,50191
79412,"$25,000 under $50,000",1625,527,767,3682,1535,56527
79412,"$50,000 under $75,000",510,362,235,1360,487,31076
79412,"$75,000 under $100,000",235,192,134,636,210,20124
79412,"$100,000 under $200,000",143,117,84,362,102,24135
79412,"$200,000 or more",**,**,**,**,**,**
79413,,"9,602","3,372","4,461","18,162","5,762","429,756"
79413,"$1 under $25,000",4359,535,1871,6357,2036,54454
79413,"$25,000 under $50,000",2335,737,1035,4542,1471,84561
79413,"$50,000 under $75,000",1257,743,607,2934,934,76494
79413,"$75,000 under $100,000",730,577,367,1866,559,63138
79413,"$100,000 under $200,000",786,669,472,2131,676,101240
79413,"$200,000 or more",135,111,109,332,86,49869
79414,,"7,842","2,136","3,243","14,199","4,629","259,620"
79414,"$1 under $25,000",4006,463,1612,6105,2043,53237
79414,"$25,000 under $50,000",2329,672,911,4512,1513,82736
79414,"$50,000 under $75,000",894,525,389,2079,660,54176
79414,"$75,000 under $100,000",355,275,170,863,233,30223
79414,"$100,000 under $200,000",226,177,131,559,155,28585
79414,"$200,000 or more",32,24,30,81,25,10663
79415,,"6,896","1,636","3,262","13,351","5,301","185,355"
79415,"$1 under $25,000",4568,500,2063,7674,3085,56990
79415,"$25,000 under $50,000",1558,548,757,3611,1508,53244
79415,"$50,000 under $75,000",425,294,225,1136,417,25706
79415,"$75,000 under $100,000",168,146,98,460,146,14340
79415,"$100,000 under $200,000",143,118,94,373,112,18703
79415,"$200,000 or more",34,30,25,97,33,16372
79416,,"13,635","4,758","5,887","25,667","8,397","711,046"
79416,"$1 under $25,000",6058,617,2354,7985,2416,74011
79416,"$25,000 under $50,000",3321,1049,1361,6657,2302,120411
79416,"$50,000 under $75,000",1814,1073,803,4335,1450,111725
79416,"$75,000 under $100,000",1021,798,491,2695,876,88316
79416,"$100,000 under $200,000",1061,915,575,3023,1047,137261
79416,"$200,000 or more",360,306,303,972,306,179322
79423,,"15,388","6,599","7,364","31,038","10,071","926,480"
79423,"$1 under $25,000",5524,722,2395,7641,2398,68934
79423,"$25,000 under $50,000",3822,1238,1678,7560,2515,138813
79423,"$50,000 under $75,000",2395,1480,1160,5659,1786,148059
79423,"$75,000 under $100,000",1549,1277,752,4216,1390,133763
79423,"$100,000 under $200,000",1580,1413,940,4545,1552,207799
79423,"$200,000 or more",518,469,439,1417,430,229112
79424,,"19,113","9,462","9,480","38,586","11,594","1,517,650"
79424,"$1 under $25,000",5771,661,2408,6214,1344,66681
79424,"$25,000 under $50,000",3648,1157,1636,6640,1853,133815
79424,"$50,000 under $75,000",2721,1618,1292,6227,1888,168836
79424,"$75,000 under $100,000",2373,1914,1251,6291,2004,206445
79424,"$100,000 under $200,000",3481,3108,1995,9952,3363,467358
79424,"$200,000 or more",1119,1004,898,3262,1142,474515
79501,,"1,409",633,893,"3,049","1,077","57,046"
79501,"$1 under $25,000",625,139,378,1094,400,7973
79501,"$25,000 under $50,000",395,171,239,890,324,13941
79501,"$50,000 under $75,000",186,141,141,504,177,11349
79501,"$75,000 under $100,000",112,99,70,320,109,9727
79501,"$100,000 under $200,000",91,83,65,241,67,14056
